YEAR,STATE,RATE,DEATHS,URL
2016,VA,150.7,14124,/nchs/pressroom/states/virginia/va.htm
2016,WA,136.1,11161,/nchs/pressroom/states/washington/wa.htm
2016,WV,191,4767,/nchs/pressroom/states/westvirginia/wv.htm
2016,WI,154.9,11526,/nchs/pressroom/states/wisconsin/wi.htm
2016,WY,157.8,1051,/nchs/pressroom/states/wyoming/wy.htm
2015,AL,229.7,12981,/nchs/pressroom/states/alabama/al.htm
2015,AK,154.1,846,/nchs/pressroom/states/alaska/ak.htm
2015,AZ,138.8,11458,/nchs/pressroom/states/arizona/az.htm
2015,AR,223.2,7938,/nchs/pressroom/states/arkansas/ar.htm
2015,CA,145.6,61289,/nchs/pressroom/states/california/ca.htm
2015,CO,128.4,7009,/nchs/pressroom/states/colorado/co.htm
2015,CT,147.8,7205,/nchs/pressroom/states/connecticut/ct.htm
2015,DE,165.2,1940,/nchs/pressroom/states/delaware/de.htm
2015,FL,149.8,45441,/nchs/pressroom/states/florida/fl.htm
2015,GA,180.2,17769,/nchs/pressroom/states/georgia/ga.htm
2015,HI,135.6,2605,/nchs/pressroom/states/hawaii/hi.htm
2015,ID,156.4,2825,/nchs/pressroom/states/idaho/id.htm
2015,IL,171.5,25652,/nchs/pressroom/states/illinois/il.htm
2015,IN,182.3,13948,/nchs/pressroom/states/indiana/in.htm
2015,IA,160.9,6813,/nchs/pressroom/states/iowa/ia.htm
2015,KS,158.5,5624,/nchs/pressroom/states/kansas/ks.htm
2015,KY,197.8,10077,/nchs/pressroom/states/kentucky/ky.htm
2015,LA,212.1,10665,/nchs/pressroom/states/louisiana/la.htm
2015,ME,157.3,3009,/nchs/pressroom/states/maine/me.htm
2015,MD,169.3,11481,/nchs/pressroom/states/maryland/md.htm
2015,MA,138.5,12130,/nchs/pressroom/states/massachusetts/ma.htm
2015,MI,198.9,24794,/nchs/pressroom/states/michigan/mi.htm
2015,MN,116.6,7844,/nchs/pressroom/states/minnesota/mn.htm
2015,MS,240.5,7969,/nchs/pressroom/states/mississippi/ms.htm
2015,MO,197.9,14808,/nchs/pressroom/states/missouri/mo.htm
2015,MT,155.8,2104,/nchs/pressroom/states/montana/mt.htm
2015,NE,154.5,3591,/nchs/pressroom/states/nebraska/ne.htm
2015,NV,200.9,6114,/nchs/pressroom/states/nevada/nv.htm
2015,NH,149,2571,/nchs/pressroom/states/newhampshire/nh.htm
2015,NJ,166.7,18647,/nchs/pressroom/states/newjersey/nj.htm
2015,NM,142.4,3508,/nchs/pressroom/states/newmexico/nm.htm
2015,NY,181.6,44450,/nchs/pressroom/states/newyork/ny.htm
2015,NC,162.4,18474,/nchs/pressroom/states/northcarolina/nc.htm
2015,ND,142.4,1323,/nchs/pressroom/states/northdakota/nd.htm
2015,OH,191.7,28069,/nchs/pressroom/states/ohio/oh.htm
2015,OK,234,10310,/nchs/pressroom/states/oklahoma/ok.htm
2015,OR,136.1,6859,/nchs/pressroom/states/oregon/or.htm
2015,PA,177.8,32042,/nchs/pressroom/states/pennsylvania/pa.htm
2015,RI,160.4,2371,/nchs/pressroom/states/rhodeisland/ri.htm
2015,SC,177.8,10092,/nchs/pressroom/states/southcarolina/sc.htm
2015,SD,150.9,1711,/nchs/pressroom/states/southdakota/sd.htm
2015,TN,207.3,15730,/nchs/pressroom/states/tennessee/tn.htm
2015,TX,171.6,43298,/nchs/pressroom/states/texas/tx.htm
2015,UT,152.9,3598,/nchs/pressroom/states/utah/ut.htm
2015,VT,152.5,1311,/nchs/pressroom/states/vermont/vt.htm
2015,VA,154.2,14077,/nchs/pressroom/states/virginia/va.htm
2015,WA,137.6,11025,/nchs/pressroom/states/washington/wa.htm
2015,WV,191.3,4727,/nchs/pressroom/states/westvirginia/wv.htm
2015,WI,156,11473,/nchs/pressroom/states/wisconsin/wi.htm
2015,WY,159.4,1030,/nchs/pressroom/states/wyoming/wy.htm
2014,AL,224,12461,/nchs/pressroom/states/alabama/al.htm
2014,AK,146.6,782,/nchs/pressroom/states/alaska/ak.htm
2014,AZ,136.4,10805,/nchs/pressroom/states/arizona/az.htm
2014,AR,217.5,7581,/nchs/pressroom/states/arkansas/ar.htm
2014,CA,142.2,58189,/nchs/pressroom/states/california/ca.htm
2014,CO,130.3,6900,/nchs/pressroom/states/colorado/co.htm
2014,CT,145.6,7018,/nchs/pressroom/states/connecticut/ct.htm
2014,DE,168.7,1921,/nchs/pressroom/states/delaware/de.htm
2014,FL,151.3,44511,/nchs/pressroom/states/florida/fl.htm
2014,GA,179.7,17107,/nchs/pressroom/states/georgia/ga.htm
2014,HI,136.7,2528,/nchs/pressroom/states/hawaii/hi.htm
2014,ID,152.8,2676,/nchs/pressroom/states/idaho/id.htm
2014,IL,169.7,25024,/nchs/pressroom/states/illinois/il.htm
2014,IN,182.7,13764,/nchs/pressroom/states/indiana/in.htm
2014,IA,157.3,6615,/nchs/pressroom/states/iowa/ia.htm
2014,KS,157.4,5479,/nchs/pressroom/states/kansas/ks.htm
2014,KY,200.5,10013,/nchs/pressroom/states/kentucky/ky.htm
2014,LA,216.3,10647,/nchs/pressroom/states/louisiana/la.htm
2014,ME,147.9,2776,/nchs/pressroom/states/maine/me.htm
2014,MD,167.8,11135,/nchs/pressroom/states/maryland/md.htm
2014,MA,137.1,11817,/nchs/pressroom/states/massachusetts/ma.htm
2014,MI,200.9,24692,/nchs/pressroom/states/michigan/mi.htm
2014,MN,116.5,7659,/nchs/pressroom/states/minnesota/mn.htm
2014,MS,229.9,7538,/nchs/pressroom/states/mississippi/ms.htm
2014,MO,194.7,14338,/nchs/pressroom/states/missouri/mo.htm
2014,MT,147.8,1957,/nchs/pressroom/states/montana/mt.htm
2014,NE,143,3296,/nchs/pressroom/states/nebraska/ne.htm
2014,NV,197.2,5761,/nchs/pressroom/states/nevada/nv.htm
2014,NH,147.9,2464,/nchs/pressroom/states/newhampshire/nh.htm
2014,NJ,166.3,18319,/nchs/pressroom/states/newjersey/nj.htm
2014,NM,143.3,3424,/nchs/pressroom/states/newmexico/nm.htm
2014,NY,178.3,43116,/nchs/pressroom/states/newyork/ny.htm
2014,NC,158.7,17592,/nchs/pressroom/states/northcarolina/nc.htm
2014,ND,149.2,1381,/nchs/pressroom/states/northdakota/nd.htm
2014,OH,186.4,27000,/nchs/pressroom/states/ohio/oh.htm
2014,OK,228.1,9868,/nchs/pressroom/states/oklahoma/ok.htm
2014,OR,132.1,6524,/nchs/pressroom/states/oregon/or.htm
2014,PA,175.8,31353,/nchs/pressroom/states/pennsylvania/pa.htm
2014,RI,160.8,2341,/nchs/pressroom/states/rhodeisland/ri.htm
2014,SC,181.1,9964,/nchs/pressroom/states/southcarolina/sc.htm
2014,SD,154.6,1704,/nchs/pressroom/states/southdakota/sd.htm
2014,TN,205.6,15223,/nchs/pressroom/states/tennessee/tn.htm
2014,TX,169.9,41479,/nchs/pressroom/states/texas/tx.htm
2014,UT,151,3431,/nchs/pressroom/states/utah/ut.htm
2014,VT,156.6,1311,/nchs/pressroom/states/vermont/vt.htm
2014,VA,156.1,13874,/nchs/pressroom/states/virginia/va.htm
2014,WA,137.2,10710,/nchs/pressroom/states/washington/wa.htm
2014,WV,192.9,4692,/nchs/pressroom/states/westvirginia/wv.htm
2014,WI,155.1,11229,/nchs/pressroom/states/wisconsin/wi.htm
2014,WY,162.2,1035,/nchs/pressroom/states/wyoming/wy.htm
